position_title,company_name,company_category,recruit_provider,annual_salary,career,education,working_condition,location,deadline_date,registration_date
[분당야탑 직영점][초봉3400만] 에듀플렉스 학습매니저 채용,에듀플렉스,[],정보제공처 사람인,"연봉 3,400 만원 ~ 3,400 만원",경력무관,대졸(4년),주5일,서울 등,2026-09-02,2026-08-03
[대치 직영점][초봉3400만] 에듀플렉스 학습매니저 채용,에듀플렉스,[],정보제공처 사람인,"연봉 3,400 만원 ~ 3,400 만원",경력무관,대졸(4년),주5일,서울 등,2026-09-02,2026-08-03
[루브르 성형외과] 외래 코디네이터 모집합니다.,루브르 성형외과,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 6,000 만원",경력무관,학력무관,주5일,서울 강남구,2026-09-02,2026-08-03
인테리어 디자인/설계를 DHG에서 함께할 분을 찾습니다.,㈜디자인에이치그룹,[],정보제공처 잡코리아,"연봉 3,500 만원 ~ 5,000 만원",경력2년,학력무관,주5일,서울 강남구,2026-08-28,2026-08-03
그리다청담에서 실력있는 메이크업선생님 구합니다,㈜그리다청담(grida che,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 8,000 만원",경력2년,고졸,주5일,서울 강남구,2026-09-01,2026-08-02
"마케팅 담당자 채용(숏폼,콘텐츠,SNS운영)",온결,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,500 만원",경력1년,학력무관,주5일,서울 강남구,2026-09-01,2026-08-02
세무법인다현삼성지점 세무 3년이상 세무경력 직원 모십니다.,세무법인다현삼성지점,[],정보제공처 사람인,"연봉 3,500 만원 ~ 3,500 만원",경력3년,대졸(2~3년),,서울 강남구,2026-08-11,2026-08-02
주류 배송 및 납품 기사 모집 [주류/배송/납품/4500이상/체력단...,세왕상사㈜,[],정보제공처 잡코리아,"연봉 4,500 만원 ~ 5,000 만원",신입/경력,학력무관,,서울 강동구 등,2026-08-31,2026-08-01
[SIXONE] 광고 디자인/광고 영업/라이브커머스-PD/인플루언...,㈜식스원,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 6,000 만원",신입/경력,고졸,주5일,서울 강남구,2026-08-30,2026-08-01
비에비스나무병원 외래 간호사 모집(정규직/풀타임),비에비스나무병원,[],정보제공처 사람인,"연봉 3,400 만원 ~ 3,400 만원",경력1년,대졸(2~3년),주6일,서울 강남구,2026-08-31,2026-08-01
유앤아이의원 안양점 상담실장 모집 / 주 4일 /기본급/정착지원금/...,유앤아이의원 안양점,[],정보제공처 잡코리아,"연봉 7,000 만원 ~ 7,000 만원",경력1년,학력무관,기타,경기 안양시 동안구 등,2026-08-31,2026-08-01
[신입/경력] 온라인 마케터 채용( 퍼포먼스 팀장 / AE / 신...,㈜팀퍼포먼스,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 8,000 만원",신입/경력,학력무관,기타,서울 서초구 등,2026-08-31,2026-07-31
[셀리맥스] 국내 퍼포먼스 마케팅 경력 채용,㈜앱솔브랩,[],정보제공처 잡코리아,"연봉 4,000 만원 ~ 4,000 만원",경력1년,학력무관,주5일,서울 강남구,2026-08-13,2026-07-31
[셀리맥스] 러시아/CIS 인플루언서 마케팅 경력 채용,㈜앱솔브랩,[],정보제공처 잡코리아,"연봉 4,000 만원 ~ 4,000 만원",경력2년,학력무관,주5일,서울 강남구,2026-08-13,2026-07-31
[본사 도곡동] 임원 수행기사 경력 사원 모집,주식회사 사람과기술,['가족'],정보제공처 잡코리아,"연봉 4,420 만원 ~ 4,420 만원",경력,학력무관,주5일,서울 강남구 등,2026-08-10,2026-07-31
데이터센터·반도체 산업 영업직원 채용 (전기·계측기기 솔루션),㈜위트솔루션즈,[],정보제공처 잡코리아,"연봉 3,500 만원 ~ 4,800 만원",경력1년,학력무관,주5일,서울 송파구 등,2026-08-30,2026-07-31
[다이트한의원 서울점] 코디팀 코디네이터 모집,다이트한의원,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,000 만원",신입/경력,학력무관,기타,서울 강남구,2026-08-30,2026-07-31
[대표가 직접 쓴 공고] 콘텐츠마케터 채용 (신입/경력),주식회사 이너탭,[],정보제공처 사람인,"연봉 4,080 만원 ~ 4,080 만원",경력무관,학력무관,주5일,서울 강남구,2026-08-30,2026-07-31
미국계 코스메틱 건기식회사-코스메틱 Product Marketing...,포커스에이치알,[],정보제공처 인크루트,"연봉 5,500 만원 ~ 8,000 만원",경력8년,학력무관,주5일,서울 강남구,2026-08-17,2026-07-31
[BF모빌리티] 정규직 렌터카 배반차 채용,비에프모빌리티㈜,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,000 만원",경력무관,학력무관,기타,서울 동대문구 등,2026-08-30,2026-07-31
인베이더스쿨 현장 인터뷰 채널 담당 PD 채용,인베이더스쿨㈜,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 4,800 만원",경력무관,학력무관,주5일,서울 강남구,2026-08-30,2026-07-31
"프로그래밍 강사, 코딩 강사 모집 - 프로그래밍 기초에서 알고리즘,...",㈜민코딩,[],정보제공처 잡코리아,"연봉 3,500 만원 ~ 7,000 만원",신입/경력,대졸(4년),주5일,경기 용인시 기흥구 등,2026-08-30,2026-07-31
☆KT텔레캅 B2C영업 경력직 채용☆ [일자리 수요데이 in 서...,케이티텔레캅주식회사,"['대기업', '가족']",정보제공처 고용24,"연봉 4,000 만원 ~ 6,000 만원",경력1년,고졸 ~ 대졸(4년),주5일 주 40시간 근로 09:00 ~ 18:00,서울특별시 강남구 테헤란로25길,2026-08-17,2026-07-30
☆KT텔레캅 SG(Security Guard)사원 채용☆ [일자...,케이티텔레캅주식회사,"['대기업', '가족']",정보제공처 고용24,"연봉 4,400 만원 ~ 4,400 만원 상여별도 200%",경력무관,고졸 ~ 대졸(4년),주5일 주 40시간 근로,서울특별시 강남구 테헤란로25길,2026-08-17,2026-07-30
"탑텐 매장 도장, 타일부문 유지보수 엔지니어 채용",㈜피엘이엔지,[],정보제공처 잡코리아,"연봉 4,000 만원 ~ 6,000 만원",경력2년,학력무관,주5일,서울 서초구 등,2026-08-14,2026-07-30
(강남 대치동) 유아 초등 국어 선생님을 모십니다.,파워영재학원㈜,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,000 만원",신입/경력,대졸(2~3년),주5일,서울 강남구,2026-08-29,2026-07-30
[IT-보안]취약점 진단 보안운영,㈜에스비아이앤씨,[],정보제공처 잡코리아,"연봉 4,000 만원 ~ 4,000 만원",경력3년,학력무관,주5일,경기 수원시 영통구 등,2026-08-15,2026-07-30
2026년도 맥커뮤니케이션(주) 정부행사 국제회의 행사 기획 신입/...,맥커뮤니케이션㈜,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,000 만원",신입/경력,대졸(4년),주5일,서울 서초구 등,2026-08-29,2026-07-30
[오가나셀피부과의원] 간호조무사 신입/경력 채용,오가나셀 피부과의원,[],정보제공처 사람인,"연봉 3,600 만원 ~ 3,600 만원",경력무관,고졸,,서울 강남구,2026-08-29,2026-07-30
[잠실] 함께하실 간호조무사/코디네이터 모집,브이에스라인의원,[],정보제공처 잡코리아,"연봉 2,600 만원 ~ 3,600 만원",신입/경력,학력무관,주5일,서울 송파구 등,2026-08-29,2026-07-30
[프티스] 병원 아웃바운드 TM 채용 (기본급 250/인센有/스크립...,(주)프티스,[],정보제공처 사람인,"연봉 3,000 만원 ~ 3,000 만원",경력무관,고졸,주5일,서울 강남구,2026-08-29,2026-07-30
GOYOO INN & CABINS 호텔 객실운영팀 매니저 모집,(주)모듈스퀘어,[],정보제공처 사람인,"연봉 3,100 만원 ~ 3,100 만원",경력무관,학력무관,기타,서울 강남구,2026-08-29,2026-07-30
국제 제품규격 인증 업무 Coordinator,(주)쎄린스,[],정보제공처 인크루트,"연봉 3,300 만원 ~ 3,500 만원",신입/경력,대졸(4년),주5일,서울 등,2026-08-29,2026-07-30
"[마케팅] 교재 판매 전략, 기획 및 광고 관리/SNS 관리",주식회사 고스에듀,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,000 만원",신입/경력,학력무관,주5일,서울 송파구 등,2026-08-29,2026-07-30
어거스트힐 강남 양식 레스토랑 주방 크루 모집(월8회휴무),어거스트힐강남점,[],정보제공처 사람인,"연봉 3,360 만원 ~ 3,360 만원",경력무관,학력무관,,서울 강남구,2026-08-29,2026-07-30
"[신사역3분] 포스,키오스크 원격기술상담원 /주말전담(금,토,일)...",㈜콜랩스,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,500 만원",경력1년,고졸,기타,서울 강남구,2026-08-29,2026-07-30
코람진어스 거래처 영업 및 납품 담당 채용 공고,코람진어스,[],정보제공처 사람인,"연봉 4,000 만원 ~ 4,000 만원",경력무관,대졸(2~3년),,서울 강남구,2026-08-29,2026-07-30
쇼핑몰 AMD,㈜꼬망세미디어,[],정보제공처 잡코리아,"연봉 4,000 만원 ~ 6,000 만원",경력무관,학력무관,주5일,서울 강남구,2026-08-29,2026-07-30
[꼬망세 미디어] 쇼핑몰 고객상담(CS) 및 마케팅,㈜꼬망세미디어,[],정보제공처 잡코리아,"연봉 3,500 만원 ~ 3,500 만원",경력무관,학력무관,주5일,서울 강남구,2026-08-29,2026-07-30
[꼬망세미디어] 경영지원팀 재무 및 회계담당,㈜꼬망세미디어,[],정보제공처 잡코리아,"연봉 3,500 만원 ~ 3,500 만원",경력2년,학력무관,주5일,서울 강남구,2026-08-29,2026-07-30
[UH SUITE 서울 코엑스] 호텔 운영 부팀장(대리급) 채용,㈜유에이치씨,[],정보제공처 잡코리아,"연봉 4,200 만원 ~ 4,200 만원",신입/경력,대졸(2~3년),주5일,서울 강남구 등,2026-08-29,2026-07-30
[월300이상/3개월] 제조업 공구마케팅팀 대면영업직 채용(인턴),㈜동양이엠에스,['중견'],정보제공처 잡코리아,"연봉 3,600 만원 ~ 3,600 만원",경력무관,고졸,주5일,서울 강남구,2026-08-29,2026-07-30
[ 강남센터 ] 평생교육사 자격증 보유자 모집 (원격평생교육시설관리...,이알피어학원,[],정보제공처 잡코리아,"연봉 3,400 만원 ~ 4,000 만원",신입/경력,학력무관,주5일,서울 강남구 등,2026-08-29,2026-07-30
정규직 총무 및 회계업무 담당자 채용,동덕정보통신㈜,[],정보제공처 잡코리아,"연봉 3,200 만원 ~ 3,500 만원",신입/경력,고졸,주5일,서울 서초구 등,2026-08-29,2026-07-30
[우수교육기업] 에듀플렉스 이수점 학습매니저 채용,넥스큐브코퍼레이션㈜,['가족'],정보제공처 잡코리아,"연봉 3,400 만원 ~ 3,400 만원",신입/경력,대졸(4년),주5일,서울 서초구 등,2026-08-10,2026-07-30
[초봉 3400만]우수교육기업 에듀플렉스 이수점,에듀플렉스,[],정보제공처 사람인,"연봉 3,400 만원 ~ 3,400 만원",경력무관,대졸(4년),,서울 강남구 등,2026-08-10,2026-07-30
[주5일]강남 프리미엄 다이닝/라운지 FOH 홀 서비스 매니저 채용,㈜에스이에이치인터내셔널,[],정보제공처 잡코리아,"연봉 4,400 만원 ~ 4,400 만원",경력,학력무관,기타,서울 강남구,2026-08-29,2026-07-30
[카카오스타일/재택 병행] 지그재그 브랜드패션 AMD 모집,리드커리어㈜,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,000 만원",경력무관,고졸,주5일,경기 성남시 분당구 등,2026-08-12,2026-07-30
[신입/경력무관] 인하우스 편집자 모십니다 (잘 알려드립니다),굿모나의원,[],정보제공처 사람인,"연봉 3,200 만원 ~ 3,200 만원",경력1년,학력무관,,서울 강남구,2026-08-29,2026-07-30
정화조 청소 미화원 모집,한성성업(주),[],정보제공처 고용24,"연봉 5,300 만원 ~ 5,600 만원",경력무관,학력무관,주5일 주 40시간 근로 02:00 ~ 23:00,서울특별시 강남구 영동대로138길,2026-08-27,2026-07-29
헤리티지산후조리원 조리사 채용,주식회사 헤리티지산후조리원,[],정보제공처 고용24,"연봉 3,800 만원 ~ 3,800 만원",경력3년,학력무관,주5일 주 40시간 근로,서울특별시 강남구 영동대로141길,2026-08-12,2026-07-29
유투브 대단한부동산 꼰대들 직원 채용 (구독자 24만명),도시개발연구소,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,000 만원",경력무관,학력무관,주5일,서울 서초구 등,2026-08-28,2026-07-29
[강남]808타워 시설 과장 채용(일근),㈜원이앤에스,[],정보제공처 잡코리아,"연봉 3,600 만원 ~ 3,600 만원",경력3년,고졸,기타,서울 강남구,2026-08-28,2026-07-29
[강남]808타워 시설 교대근무자 채용(3교대),㈜원이앤에스,[],정보제공처 잡코리아,"연봉 3,200 만원 ~ 3,200 만원",경력1년,고졸,기타,서울 강남구,2026-08-28,2026-07-29
[ 헬로HR 본사 세일즈영업팀 경력직 채용 ],㈜헬로에이치알,[],정보제공처 잡코리아,"연봉 3,500 만원 ~ 3,500 만원",경력,대졸(4년),주5일,서울 강남구,2026-08-28,2026-07-29
"서버, 스토리지 장비에 대한 설치 및 유지보수 기술지원 인력채용",동덕정보통신㈜,[],정보제공처 잡코리아,"연봉 3,200 만원 ~ 3,400 만원",신입/경력,대졸(2~3년),주5일,서울 서초구 등,2026-08-28,2026-07-29
[건설산업교육원] 건설기술 교육훈련 운영 담당자 채용,건설산업교육원,[],정보제공처 잡코리아,"연봉 3,800 만원 ~ 3,800 만원",경력,대졸(4년),주5일,서울 강남구,2026-08-17,2026-07-29
"[연 3,000만 이상/식대 지원/주35시간] 이커머스 브랜드 콘텐...",㈜원정대,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,000 만원",신입/경력,대졸(2~3년),주5일,서울 금천구 등,2026-08-09,2026-07-29
[와이즈택스그룹-강남본점] 세무기장 직원 채용 (신입/경력),와이즈 택스(WISE TAX),[],정보제공처 잡코리아,"연봉 2,800 만원 ~ 4,000 만원",경력무관,학력무관,주5일,서울 강남구 등,2026-08-28,2026-07-29
[애플뮤직] 음반사업팀 경력직 채용 공고,애플뮤직(유),[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,000 만원",경력1년,학력무관,주5일,서울 강남구 등,2026-08-28,2026-07-29
회계/인사·총무 채용,신화팝빌리지,[],정보제공처 사람인,"연봉 3,600 만원 ~ 3,600 만원",경력3년,학력무관,주5일,서울 강남구,2026-08-28,2026-07-29
포레스트요양병원 조리사 채용,포레스트요양병원,[],정보제공처 사람인,"연봉 4,000 만원 ~ 4,000 만원",신입/경력3년,대졸(2~3년),,서울 강남구,2026-08-28,2026-07-29
"인하우스 `영상편집자` [연봉 4000시작] 좋은환경,완벽한장비",굿모나 의원,[],정보제공처 잡코리아,"연봉 4,000 만원 ~ 4,000 만원",경력무관,학력무관,주5일,서울 강남구,2026-08-28,2026-07-29
의학 유튜브 인하우스 편집자 [연봉4000],굿모나의원,[],정보제공처 사람인,"연봉 4,000 만원 ~ 4,000 만원",경력1년,학력무관,,서울 강남구,2026-08-28,2026-07-29
"[잠실] 흑백요리사 `더이탈리안클럽` 레스토랑 홀 팀원, 주방 팀원...",㈜코어소사이어티,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 4,300 만원",신입/경력,학력무관,기타,서울 송파구 등,2026-08-28,2026-07-29
"강남)연세의료원 전기 시설 관리자,기사 채용공고",예주산업㈜,"['중견', '가족']",정보제공처 잡코리아,"연봉 3,200 만원 ~ 3,200 만원",경력,학력무관,기타,서울 강남구,2026-08-27,2026-07-28
"신선식품 오픈마켓 발주, CS 담당자 (점심법카결제)",(주)푸드림,[],정보제공처 사람인,"연봉 3,000 만원 ~ 3,000 만원",경력무관,학력무관,주5일,서울 등,2026-08-27,2026-07-28
[비티큐의원] 피부과 간호팀 간호조무사 모집(신입/경력),비티큐 의원,[],정보제공처 사람인,"연봉 4,560 만원 ~ 4,560 만원",경력무관,학력무관,기타,서울 강남구,2026-08-27,2026-07-28
[9:00-17:00근무] 무역사무 일본어가능자 채용,하나웰 무역,[],정보제공처 인크루트,"연봉 3,400 만원 ~ 4,000 만원",경력1년,학력무관,,서울 강남구,2026-08-27,2026-07-28
앨트웰 운전(수행)기사 모집,앨트웰㈜,[],정보제공처 사람인,"연봉 4,000 만원 ~ 4,000 만원",경력5년,학력무관,주5일,서울 강남구,2026-08-27,2026-07-28
주방용품 전문회사 주식회사 보겐에서 생산관리 정규직 직원을 모집합니...,㈜보겐,[],정보제공처 잡코리아,"연봉 2,900 만원 ~ 3,200 만원",신입/경력,학력무관,주5일,경기 광주시 등,2026-08-27,2026-07-28
[서울/성동구] LG유플러스 도매 개통실 정규직 직원 채용,에스엔모바일,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,400 만원",경력무관,학력무관,주5일,서울 성동구 등,2026-08-31,2026-07-28
인하우스 디자이너 / 시각 제품 그래픽 산업 디자인 3D UX UI,주식회사 아트앤매니지먼트,[],정보제공처 잡코리아,"연봉 3,700 만원 ~ 3,700 만원",신입/경력,학력무관,주5일,서울 강남구 등,2026-08-28,2026-07-28
중견그룹지주사IR공시대리급채용,(주)프로써치코리아,[],정보제공처 인크루트,"연봉 4,500 만원 ~ 6,000 만원",경력3년,대졸(4년),,경기 등,2026-08-27,2026-07-28
[정규직 주4일 근무] 테일러성형외과 수술팀 충원,테일러성형외과의원,[],정보제공처 사람인,"연봉 3,300 만원 ~ 3,300 만원",경력무관,고졸,주5일,서울 강남구,2026-08-27,2026-07-28
"강남)연세의료원 설비 시설 관리자,기사 채용공고",예주산업㈜,"['중견', '가족']",정보제공처 잡코리아,"연봉 3,200 만원 ~ 3,200 만원",경력,학력무관,기타,서울 강남구,2026-08-27,2026-07-28
[비티큐의원] 피부과 상담실장 모집(경력),비티큐 의원,[],정보제공처 사람인,"연봉 4,360 만원 ~ 4,360 만원",경력2년,학력무관,기타,서울 강남구,2026-08-27,2026-07-28
[차고지 : 마포구 / 근무지 : 강남구] 대기업 임원 수행기사 채...,㈜메이크인,['가족'],정보제공처 잡코리아,"연봉 4,500 만원 ~ 6,000 만원",경력3년,학력무관,주5일,서울 강남구,2026-08-27,2026-07-28
세무리더 삼명 세무회계사무소 정규채용공고- 신입 및 경력직,세무리더 삼명,[],정보제공처 사람인,"연봉 3,100 만원 ~ 3,100 만원",신입/경력3년,대졸(2~3년),주5일,서울 강남구,2026-08-27,2026-07-28
[신한서브] 신한은행 디지털금융센터 신용대출연기 담당업무 채용,㈜신한서브,['가족'],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,400 만원",신입/경력,고졸,주5일,서울 강남구 등,2026-08-27,2026-07-28
회계법인 기장대리 정규직원 채용,태성회계법인,[],정보제공처 인크루트,"연봉 4,000 만원 ~ 5,000 만원",경력2년,학력무관,주5일,서울 강남구,2026-08-27,2026-07-28
회계법인 기장 직원 채용,태성회계법인,[],정보제공처 사람인,"연봉 4,400 만원 ~ 4,400 만원",경력1년,학력무관,주5일,서울 강남구,2026-08-27,2026-07-28
KT 휴대폰개통 전산사무 경력/신입사원 채용,(주)삼성피엘,[],정보제공처 사람인,"연봉 3,360 만원 ~ 3,360 만원",경력무관,학력무관,기타,서울 강남구,2026-08-27,2026-07-28
[강남구]정신과 간호조무사/간호사 선생님을 모십니다 -주36시간,아이나래정신건강의학과의원,[],정보제공처 사람인,"연봉 3,200 만원 ~ 3,200 만원",경력무관,대졸(2~3년),,서울 강남구,2026-08-27,2026-07-28
[(주)화이트생명과학] 경영지원팀 회계 경력직 채용건,(주)화이트생명과학,[],정보제공처 고용24,"연봉 3,200 만원 ~ 4,200 만원",경력3년,학력무관,주5일 주 40시간 근로 07:00 ~ 17:00,서울특별시 강남구 도산대로,2026-08-26,2026-07-27
"[연4300/강남] 오르타의원 간호조무사 (신입,팀원,팀장급 모두 ...",오르타의원,[],정보제공처 잡코리아,"연봉 4,000 만원 ~ 4,000 만원",경력무관,학력무관,기타,서울 서초구 등,2026-08-23,2026-07-27
"경력직 경영 및 진단전문가, 응용SW 개발자 채용",클립서비스 주식회사,[],정보제공처 중소벤처기업진흥공단,"연봉 3,500 만원 ~ 4,000 만원",경력5년,학력무관,,서울 강남구,2026-08-26,2026-07-27
[인원충원] 상담실장 / 국내외 코디네이터팀 / 간호팀 / 응급구조...,루호성형외과의원,[],정보제공처 잡코리아,"연봉 3,200 만원 ~ 6,000 만원",경력무관,학력무관,주5일,서울 강남구 등,2026-08-26,2026-07-27
[주5일] LG전자 현장 교육 강사 채용,㈜인터비즈시스템,[],정보제공처 잡코리아,"연봉 3,300 만원 ~ 3,300 만원",신입/경력,학력무관,주5일,서울 등,2026-08-18,2026-07-27
[백미당 서울권 매장] 바리스타 모집(신입/경력),백미당아이앤씨(주),[],정보제공처 사람인,"연봉 3,140 만원 ~ 3,140 만원",경력무관,학력무관,,서울 강남구,2026-08-26,2026-07-27
이탈리안 레스토랑 주방 정규 채용 (신입 / 이탈리안 경력 3년이상...,이딸리아,[],정보제공처 잡코리아,"연봉 4,000 만원 ~ 4,000 만원",신입/경력,고졸,기타,서울 서초구 등,2026-08-27,2026-07-27
"[삼성역] 흑백요리사 더이탈리안클럽 레스토랑 홀서빙 팀원,주방 팀원...",㈜코어소사이어티,[],정보제공처 잡코리아,"연봉 3,200 만원 ~ 4,500 만원",경력무관,학력무관,주5일,서울 강남구 등,2026-08-26,2026-07-27
[신입/경력]탐앤탐스 직영점 압구정로데오점 바리스타 채용,(주)탐앤탐스,[],정보제공처 사람인,"연봉 3,200 만원 ~ 3,200 만원",경력무관,고졸,,서울 강남구,2026-08-26,2026-07-27
"[하나캐피탈]업무지원팀(리스 승계 및 연장, 매각 등)사무계약직 채...",하나캐피탈㈜,['대기업'],정보제공처 잡코리아,"연봉 3,100 만원 ~ 3,100 만원",경력무관,학력무관,주5일,서울 강남구,2026-08-26,2026-07-27
시설관리(기계/경력직/5교대)FN타워대치(구삼성생명대치타워),제일엠앤이㈜,[],정보제공처 잡코리아,"연봉 3,300 만원 ~ 3,400 만원",경력3년,학력무관,주5일,서울 강남구,2026-08-12,2026-07-27
[주식회사 중원] 회계/경리/경영지원 담당자 모집합니다. (이카운트...,㈜중원,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 5,000 만원",경력2년,대졸(2~3년),주5일,서울 강남구,2026-08-26,2026-07-27
[재직률최상 / 정착수당지원 / 고정231만 / 영업X ] `업비트...,에스엠커리어 주식회사,[],정보제공처 잡코리아,"연봉 2,590 만원 ~ 3,300 만원",경력무관,학력무관,주5일,서울 강남구 등,2026-08-26,2026-07-27
카페24 쇼핑몰 상품 등록 및 발주 cs 담당 MD AMD 신규 채...,(주)에스브이엠플래닛,[],정보제공처 사람인,"연봉 3,000 만원 ~ 3,000 만원",경력1년,고졸,,서울 강남구,2026-08-26,2026-07-27
매장관리 및 재고 관리 사무직원 모집 (정규직),디앤드엔코리아㈜,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,000 만원",경력무관,학력무관,주5일,서울 송파구 등,2026-08-26,2026-07-27
[온라인/디지털매체] VM 광고영업 경력직 채용,㈜이엠씨지,[],정보제공처 잡코리아,"연봉 4,500 만원 ~ 6,000 만원",경력5년,대졸(2~3년),주5일,서울 용산구 등,2026-08-26,2026-07-27
미사역 피부과 톤즈의원 하남미사점 상담실장님 모집 경력직우대,톤즈의원 하남미사점,[],정보제공처 사람인,"연봉 3,800 만원 ~ 3,800 만원",경력1년,고졸,,서울 등,2026-08-26,2026-07-27
[에브리데이즈] 스킨케어 브랜드 BM (브랜드매니저) 경력직 채용,㈜에브리데이즈코리아,[],정보제공처 잡코리아,"연봉 3,500 만원 ~ 5,000 만원",경력3년,학력무관,주5일,서울 강남구,2026-08-14,2026-07-27
[직영] 26년 각 부문 STAFF 모집,㈜DYB최선어학원,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,000 만원",신입/경력,대졸(4년),기타,경기 수원시 영통구 등,2026-08-26,2026-07-27
YAWOOLIN (주)야우린 화장품 BM(상품기획) 경력 채용,(주)야우린,[],정보제공처 사람인,"연봉 3,500 만원 ~ 3,500 만원",경력2년,대졸(2~3년),주5일,서울 강남구,2026-08-26,2026-07-27
[초봉 3400만]우수교육기업 에듀플렉스 둔촌점,에듀플렉스,[],정보제공처 사람인,"연봉 3,400 만원 ~ 3,400 만원",경력무관,대졸(4년),,서울 강남구 등,2026-08-10,2026-07-27
[ㅣ유명 어학원ㅣ신입가능] 어학원 영어 선생님 대규모 채용,㈜휴먼코아,[],정보제공처 잡코리아,"연봉 3,200 만원 ~ 6,500 만원",경력,대졸(4년),기타,서울 강남구,2026-08-26,2026-07-27
[우수교육기업] 에듀플렉스 둔촌점 학습매니저 채용,넥스큐브코퍼레이션㈜,['가족'],정보제공처 잡코리아,"연봉 3,400 만원 ~ 3,400 만원",신입/경력,대졸(4년),주5일,서울 강동구 등,2026-08-10,2026-07-27
[(주)새빛맥스] 라벨 프린터 영업부문 사원 모집,㈜새빛맥스,[],정보제공처 사람인,"연봉 4,000 만원 ~ 4,000 만원",경력무관,대졸(4년),,서울 등,2026-08-26,2026-07-27
세무법인다현삼성지점 세무 직원 모십니다.,세무법인다현삼성지점,[],정보제공처 사람인,"연봉 3,500 만원 ~ 3,500 만원",경력무관,대졸(2~3년),,서울 강남구,2026-08-10,2026-07-26
[한화계열사] 신세계 인터내셔널 본사 직원식당 단체급식 조리실장 채...,㈜삼구FS,['중견'],정보제공처 잡코리아,"연봉 3,300 만원 ~ 3,300 만원",경력,대졸(2~3년),주5일,서울 강남구,2026-08-25,2026-07-26
로보틱스 프로젝트 기획 및 관리,(주)로그엔코딩,[],정보제공처 사람인,"연봉 3,400 만원 ~ 3,400 만원",경력무관,대졸(4년),기타,서울 강남구,2026-08-24,2026-07-25
플링크 압구정 바리스타 모집,㈜피이알에프,[],정보제공처 잡코리아,"연봉 2,800 만원 ~ 4,000 만원",경력무관,학력무관,기타,서울 강남구,2026-08-24,2026-07-25
GS건설 일원개포한신 아파트 재건축 현장 직영반장님 (1명),지에스건설 (주),"['대기업', '코스피', '가족']",정보제공처 인크루트,"연봉 3,800 만원 ~ 4,400 만원",경력5년,학력무관,,서울 강남구,2026-08-24,2026-07-25
